site_no,min_date,max_date,lam1Obs,tau2Obs,tau3Obs,tau4Obs,ar1Obs,amplitudeObs,phaseObs,med_flowObs,cv_flowObs,cv_dailyObs,flow_10Obs,flow_25Obs,flow_50Obs,flow_75Obs,flow_90Obs,flow_15Obs,ma1_mean_disc,ma2_median_disc,ma3_mean_annual_var,ma4,ma5_skew,ma6,ma7,ma8,ma9,ma10,ma11,ma12_jan_mean,ma13_feb_mean,ma14_mar_mean,ma15_apr_mean,ma16_may_mean,ma17_june_mean,ma18_july_mean,ma19_aug_mean,ma20_sep_mean,ma21_oct_mean,ma22_nov_mean,ma23_dec_mean,ma24_jan_var,ma25_feb_var,ma26_mar_var,ma27_apr_var,ma28_may_var,ma29_jun_var,ma30_july_var,ma31_aug_var,ma32_sep_var,ma33_oct_var,ma34_nov_var,ma35_dec_var,ma36,ma37_var_across_months,ma38,ma39_monthly_std_dev,ma40_monthly_skewness,ma41,ma42,ma43,ma44,ma45,ml1,ml2,ml3,ml4,ml5,ml6,ml7,ml8,ml9,ml10,ml11,ml12,ml13_min_monthly_var,ml14_min_annual_flow,ml15,ml16,ml17,ml18,ml19,ml20,ml21,ml22,mh1,mh2,mh3,mh4,mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14_med_annual_max,mh15,mh16_high_flow_index,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26_high_peak_flow,mh27,fl1_low_flood_pulse,fl2_low_pulse_var,fl3,fh1_high_pulse_count,fh2_high_pulse_var,fh3_high_pulse_count_three,fh4_high_pulse_count_seven,fh5,fh6,fh7,fh8,fh9,fh10,fh11,dl1_min_daily_flow,dl2_min_3_day_avg,dl3,dl4_min_30_day_avg,dl5_min_90_day_avg,dl6_min_flow_var,dl7,dl8,dl9_min_30_day_var,dl10_min_90_day_var,dl11,dl12,dl13,dl14,dl15,dl16,dl17,dl18_zero_flow_days,dl19,dl20,dh1,dh2,dh3,dh4,dh5_max_90_day_avg,dh6,dh7,dh8,dh9,dh10_max_90_day_var,dh11,dh12,dh13,dh14,dh15,dh16,dh17,dh18,dh19,dh20,dh21,dh22,dh23,dh24,ta1,ta2,ta3,tl1_min_flow_julian_day,tl2_min_julian_var,tl3,tl4,th1_max_flow_julian_day,th2_max_julian_var,th3,ra1_rise_rate,ra2_rise_rate_var,ra3_fall_rate,ra4_fall_rate_var,ra5,ra6,ra7,ra8,ra9,comment
CF013,10/1/88,9/30/14,0.09,0.46,0.45,0.37,0.05,0.09,0.17,0.09,0.29,1.58,0.02156,0.03881,0.069785,0.1095,0.16,0.0280125,0.09,0.07,147.74,64.45,1.29,7.43,3.63,2.82,1.98,1.26,1.01,0.11,0.1,0.12,0.09,0.07,0.08,0.07,0.08,0.12,0.11,0.09,0.09,73,69,79,65,80,88,87,94,111,119,72,88,6.55,0.82,1.73,67.01,0.13,0.02,1.39,0.39,0.74,0,0.06,0.06,0.06,0.05,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.05,73.88,0.15,0.12,0.16,0.15,51.93,11.81,0.63,92.05,0,0.48,0.43,0.59,0.35,0.36,0.45,0.34,0.47,0.83,0.8,0.39,0.44,119.52,20.99,8.92,2.29,1.56,125.89,0.88,0.32,11.76,5.79,7.76,4.4,8.27,14.58,4.97,12.69,51.87,4.65,21.27,23.59,18.38,5.35,18.42,13,4.92,21.27,13.31,2.88,0.69,0.01,0.01,0.02,0.03,0.04,108.91,113.91,60.58,48.54,55.28,0.14,0.29,0.43,0.56,0.31,6.88,53.47,0,0,0,1.71,0.7,0.4,0.23,0.15,63.25,54.97,46.16,40.95,33.79,24.5,5.73,3.3,2.34,3.9,77.68,13.48,1.34,1.07,4.59,37.46,50.08,2,233.6,0.71,71.1,0.33,231.39,72.5,0.18,0.01,280.74,64.22,0.21,0.07,338.42,0.03,513.04,0.29,0.16,0.03,139.96,8.89,
CF014,10/1/88,9/30/14,0.64,0.42,0.3,0.22,0.13,0.12,-0.04,0.65,0.3,0.97,0.1466,0.282775,0.516,0.8335,1.254,0.190625,0.64,0.52,86.6,66.83,1.23,8.56,3.95,2.95,2.13,1.34,1.06,0.71,0.74,0.82,0.65,0.49,0.52,0.51,0.6,0.81,0.7,0.59,0.6,39,40,40,54,50,66,68,62,74,64,47,53,4.36,0.86,1.72,64.57,0.15,0.02,1.4,0.37,0.74,-0.01,0.41,0.46,0.49,0.13,0.24,0.22,0.22,0.32,0.36,0.35,0.32,0.34,88.07,0.03,0.02,0,0.11,78.51,2.18,0.65,239.71,0,1.62,1.65,2.07,1.79,1.39,2.08,1.46,1.69,3.27,2.49,1.57,1.66,104.34,9.73,4.91,2.41,1.6,36.62,0.27,0.18,11.58,3.43,5.58,2.77,5.4,12.5,3.38,10.65,46.36,8.35,15.27,28.19,19.38,1.46,15.35,8.31,1.31,15.27,11.19,2.23,0.5,0.02,0.06,0.08,0.17,0.29,202.43,86.07,69.63,62.16,49.99,0.04,0.16,0.33,0.55,0.28,8.27,41.52,0,0,0,6.17,3.38,2.24,1.48,1,64.44,49,37.56,35.04,35.69,11.96,4.34,2.87,2.28,4.67,70.28,16.37,2.09,1.08,6.08,42.56,70.25,2,230.3,0.71,71.79,0.38,107.16,46.43,0.18,0.01,242.11,70.45,0.22,0.31,264.77,0.1,378.32,0.25,0.2,0.08,120.69,6.78,
CF015,10/1/88,9/30/14,0.26,0.41,0.42,0.4,0.1,0.17,1.2,0.26,0.21,1.46,0.07857,0.1337,0.2014,0.2894,0.3987,0.102,0.26,0.2,130.1,54.74,1.3,5.08,2.68,2.16,1.6,0.99,0.78,0.25,0.25,0.27,0.22,0.19,0.17,0.2,0.28,0.42,0.34,0.28,0.24,53,50,77,72,69,99,107,98,95,67,58,54,5.84,0.7,1.33,59,0.1,0.02,0.89,0.32,0.58,0,0.16,0.17,0.14,0.05,0.08,0.02,0.05,0.13,0.2,0.22,0.19,0.17,77.16,0.02,0.01,0,0.12,110.5,1.44,0.66,421.49,0,0.84,0.78,1.29,0.94,0.71,0.74,1.08,1.6,2.64,1.65,1.12,0.87,123.03,19.37,8.08,1.99,1.45,40.41,0.49,0.4,8.16,5.86,8.23,3.44,7.71,14.36,4.11,15.58,39.95,10.88,23.12,25.76,15.19,4.58,22.35,10.54,3.69,23.12,16.69,4.65,0.5,0,0.02,0.04,0.08,0.13,Inf,157.12,105.06,49.12,37.54,0,0.2,0.4,0.66,0.39,5.47,37.45,0,0,0,4.54,2.29,1.27,0.6,0.39,61.45,60.51,60.96,40.95,28.07,22.54,6.31,2.98,1.93,3.5,58.4,9.98,1.4,1.34,4.27,23.02,75.12,2.1,239.6,0.71,71.16,0.69,124.94,34.54,0.19,0.01,241.2,57.21,0.62,0.19,301.81,0.08,418.34,0.29,0.17,0.03,127.08,6.16,
CF016,10/1/88,9/30/14,0.23,0.36,0.45,0.42,0.05,0.23,1.56,0.23,0.22,1.55,0.08948,0.1267,0.1846,0.2486,0.33085,0.1021,0.23,0.18,126.58,46.29,1.28,3.7,2.3,1.96,1.34,0.83,0.68,0.19,0.18,0.19,0.18,0.16,0.16,0.2,0.29,0.41,0.32,0.24,0.21,52,51,64,49,51,55,55,85,93,60,46,49,5.76,0.7,1.18,57.44,0.09,0.03,0.82,0.35,0.63,0.01,0.13,0.13,0.13,0.12,0.11,0.1,0.13,0.17,0.21,0.23,0.17,0.15,46.87,0.35,0.27,0.35,0.31,35.97,27.27,0.75,44.01,0.01,0.69,0.65,0.83,0.62,0.69,0.59,0.77,1.58,2.83,1.43,0.79,0.73,152.58,18.03,7.25,1.84,1.38,56.81,0.95,0.6,9.57,6.03,8.95,3.52,8.06,15.27,4.21,10.92,63.58,0.15,19.69,28.57,11.42,3.73,16.96,8.88,3.23,19.69,11.88,2.58,0.69,0.06,0.07,0.07,0.09,0.12,45.87,39.76,43.7,39.68,32.47,0.33,0.38,0.49,0.69,0.48,6.31,53.29,0,0,0,4.08,1.99,1.05,0.51,0.34,86.44,82.89,76.14,43.5,27.69,22.1,5.69,2.76,1.95,4.54,56.35,13.17,1.28,1.11,4.86,49.01,59.88,2.05,239.7,0.71,71.1,0.56,95.13,65.23,0.2,0.01,258.29,53.19,0.24,0.13,402.94,0.06,588.49,0.31,0.07,0.02,124.27,9.13,
CF017,10/1/88,9/30/14,0.23,0.36,0.46,0.42,0.05,0.23,1.56,0.23,0.22,1.56,0.090255,0.127775,0.1862,0.251,0.33485,0.103,0.23,0.19,128.91,46.63,1.21,3.71,2.31,1.97,1.29,0.8,0.65,0.19,0.19,0.2,0.18,0.16,0.17,0.2,0.29,0.41,0.33,0.24,0.21,53,52,65,50,52,55,56,86,94,61,46,50,5.79,0.7,1.18,57.58,0.09,0.03,0.82,0.35,0.63,0.01,0.13,0.14,0.13,0.13,0.11,0.1,0.13,0.17,0.22,0.23,0.18,0.15,46.92,0.35,0.27,0.34,0.31,36.03,27.14,0.75,44.01,0.01,0.71,0.66,0.85,0.63,0.7,0.6,0.79,1.61,2.88,1.45,0.8,0.74,152.05,18.15,7,1.76,1.32,55.84,0.95,0.6,8.35,6.15,8.66,3.45,8.17,15.02,4.04,11.35,64.09,0.15,19.92,28.99,10.54,3.62,17.69,8.23,3.12,19.92,12.27,2.54,0.69,0.06,0.07,0.07,0.09,0.12,46.19,40.06,44.06,40.08,32.82,0.32,0.38,0.48,0.69,0.48,6.17,51.79,0,0,0,4.15,2.02,1.07,0.52,0.35,86.23,82.86,75.76,43.35,27.32,22.29,5.75,2.79,1.95,4.54,56.81,13.08,1.28,1.11,4.83,48.71,59.88,2.05,239.7,0.71,71.1,0.56,95.13,65.23,0.2,0.01,258.29,53.19,0.24,0.13,409.61,0.06,597.76,0.31,0.08,0.02,124.42,8.91,
CF018,10/1/88,9/30/14,0.49,0.34,0.4,0.36,0.1,0.28,1.55,0.49,0.22,1.32,0.1994,0.2845,0.4128,0.5638,0.7243,0.233125,0.49,0.41,107.02,44.12,1.2,3.63,2.35,1.98,1.28,0.85,0.68,0.42,0.4,0.41,0.38,0.35,0.35,0.42,0.62,0.88,0.72,0.51,0.44,36,34,44,33,35,35,37,64,73,47,33,34,5.77,0.71,1.25,57.77,0.11,0.03,0.84,0.34,0.64,0.01,0.3,0.31,0.3,0.28,0.25,0.24,0.3,0.4,0.5,0.51,0.39,0.33,47.63,0.36,0.29,0.36,0.32,34.86,28.87,0.81,44.5,0.01,1.16,1.07,1.36,1.01,1.16,0.95,1.31,2.74,5.07,2.6,1.32,1.22,163.06,13.68,5.62,1.77,1.38,40.53,0.89,0.49,13.37,6.71,8.84,3.72,8.23,14.59,4.18,6.96,69.72,0.12,12.27,34.31,9.19,2.58,10.73,5.58,2.12,12.27,7.88,2.23,0.62,0.14,0.15,0.16,0.2,0.26,45.49,42.41,42.18,38.59,32.45,0.34,0.39,0.48,0.69,0.48,10.39,91.97,0,0,0,7.29,3.84,2.12,1.09,0.74,90.78,86.25,77.7,43.19,27.43,17.66,5.14,2.64,1.98,6.74,66.24,24.34,1.54,1.17,8.04,59.09,67.73,2.1,252.3,0.71,71.19,0.56,90.71,62.52,0.2,0.01,259.91,53.37,0.33,0.22,457.3,0.08,678.23,0.27,0.04,0.02,123.23,10.34,
CF019,10/1/88,9/30/14,0.35,0.62,0.57,0.47,0.1,0.07,0.26,0.33,0.3,2.29,0.01895,0.0790525,0.20055,0.33515,0.5812,0.0351625,0.35,0.2,208.26,101.06,1.75,30.76,6.91,4.24,2.81,1.61,1.28,0.37,0.38,0.47,0.35,0.28,0.24,0.22,0.29,0.55,0.39,0.36,0.31,105,103,134,118,127,161,179,196,178,153,130,106,9.23,0.98,1.96,79.33,0.17,0.02,1.25,0.46,0.88,0.05,0.18,0.2,0.18,0.04,0.09,0.04,0.05,0.05,0.11,0.16,0.15,0.16,97.25,0.02,0.01,0,0.04,66.66,0.93,0.44,156.6,0,1.89,1.98,3.38,2.29,1.92,1.95,2.08,2.46,5.25,3.63,2.45,1.86,114.54,39.59,17.98,2.91,1.68,28.1,0.61,0.39,18.94,10.21,11.7,7.94,10.97,16.96,8.59,14.04,37.01,34.73,25.31,24.2,35.08,14.38,20.5,21.19,11,25.31,14.46,2.12,0.54,0,0.01,0.02,0.06,0.13,Inf,80.72,64.97,76.01,57.7,0,0.1,0.3,0.39,0.09,5.55,36.91,0,0,0,8.67,4.29,2.27,0.94,0.59,69.26,60.91,59.55,52.31,35.52,43.23,11.32,4.69,2.33,3.09,74.96,12,1.64,1.3,3.98,25,66.96,2.05,224.4,0.71,71.97,0.57,110.56,46.35,0.18,0.01,239.09,65.65,0.37,0.42,295.91,0.19,360.31,0.3,0.21,0.12,126.08,6.82,
CF020,10/1/88,9/30/14,7.09,0.66,0.59,0.44,0.06,0.13,-1.21,6.56,0.45,2.22,0.34635,1.14375,3.33,7.30325,13.63,0.594225,7.09,3.33,204.53,111.42,2.13,39.4,9.93,6.39,3.99,2.28,1.85,8.6,8.8,11.24,9.06,6.54,6.56,5.27,5.14,7.45,5.25,5.43,5.87,157,126,129,118,142,157,153,199,221,200,187,164,6.94,1.39,2.52,83.36,0.33,0.01,2.48,0.4,1.18,0.08,2.84,4.14,4.51,3.61,1.81,1.44,1.49,1.1,1.14,0.99,1.21,2.19,122.46,0.02,0.01,0.01,0.03,136.43,0.9,0.42,201.69,0,63.53,57.4,77.44,56.16,51.08,49.89,35.96,53.82,75.6,52.11,46.12,41.53,95.64,47.43,23.73,4.09,2.19,8.93,0.43,0.25,23.3,13.35,12.69,8.74,12.31,18.34,11.05,15.85,52.18,37.19,24.31,23.44,57.08,18.12,22.77,23.35,15,24.31,15.96,3.27,0.65,0.08,0.12,0.23,1.09,2.63,200.48,161.04,177.81,168.74,85.09,0.02,0.07,0.33,0.34,0.1,5.64,34.15,0,0,0,158.04,74.03,39.37,19.07,12.55,50.35,51.25,48.64,43.07,43.5,47.46,11.82,5.73,2.61,2.34,96.45,15.15,2.61,1.19,4.22,46.64,62.21,2,260.67,0.15,25.92,0.41,272.57,48.59,0.18,0.01,114.81,78.94,0.21,9.23,256.96,4.13,363.92,0.31,0.41,0.16,153.35,7.52,
CF021,10/1/88,9/30/14,0.89,0.65,0.58,0.43,0.06,0.16,-1.16,0.79,0.47,2.2,0.0481,0.1433,0.41495,0.9396,1.709,0.0766975,0.89,0.41,202.73,107.24,2.17,35.55,10.06,6.56,4.05,2.41,1.94,1.11,1.14,1.45,1.2,0.84,0.77,0.61,0.6,0.88,0.66,0.69,0.73,154,124,122,113,133,145,150,186,211,193,179,149,6.54,1.5,2.7,85.93,0.37,0.01,2.68,0.46,1.18,0.12,0.38,0.55,0.62,0.51,0.25,0.19,0.19,0.15,0.14,0.13,0.15,0.3,125.27,0.03,0.02,0.02,0.03,118.67,1.55,0.45,155.37,0,8.1,7.07,9.5,7.14,6.49,5.37,4.36,6.27,9.27,6.51,5.89,4.83,99.04,45.36,24.59,4.17,2.29,14.72,0.04,0.26,26.64,15.02,13.48,9.01,12.85,19.11,11.86,14.69,56.94,34.35,21.23,27.12,62.35,17.27,20.42,20.92,14.08,21.23,14.85,3.38,0.62,0.02,0.02,0.03,0.13,0.31,122.77,137.92,177.36,173.04,96.19,0.05,0.07,0.31,0.35,0.12,6.14,40.84,0,0,0,20.3,9.34,4.94,2.4,1.58,45.51,48.59,44.04,41.09,45.51,48.92,11.91,5.78,2.71,2.53,95.17,13.49,3.13,1.21,4.9,48.54,60.04,2,242.67,0.75,76.68,0.38,269.3,53.39,0.18,0.01,211.23,76.06,0.22,1.14,265.01,0.48,388.62,0.29,0.35,0.13,145.81,6.79,
CF022,10/1/88,9/30/14,0.61,0.66,0.62,0.46,0.05,0.05,-0.47,0.59,0.37,2.37,0.03754,0.1036,0.26945,0.56615,1.2315,0.0561125,0.61,0.27,221.81,117.46,2.26,32.87,8.92,5.47,4.43,2.28,1.71,0.67,0.7,0.88,0.61,0.46,0.55,0.49,0.53,0.79,0.62,0.54,0.55,136,127,150,147,176,171,150,167,199,202,183,172,8.73,1.03,2.38,81.55,0.35,0.01,1.88,0.49,0.97,0.05,0.22,0.26,0.29,0.19,0.1,0.07,0.09,0.11,0.11,0.12,0.11,0.15,121.04,0.04,0.02,0.03,0.03,94.26,1.69,0.33,131.24,0,4.44,4.22,6.57,4.56,4.31,4.92,3.46,4.17,7.5,6.9,4.41,4.73,100.96,50.67,23.9,4.57,2.1,19.12,0.03,0.32,20.07,12.23,13.29,8.72,11.93,18.81,10.12,18.38,52.72,29.46,33.65,19.11,61.19,20.88,28.81,29.65,16.69,33.65,18.54,3.08,0.5,0.01,0.01,0.02,0.12,0.26,145.03,159.52,112.97,99.35,58,0.04,0.07,0.45,0.38,0.14,4.88,32.93,0,0,0,16.11,7.08,3.71,1.74,1.06,50.67,46.16,42.35,45.5,41.91,59.79,13.77,6.46,2.66,2.13,83.21,10.66,2.07,1.23,2.96,31.53,63.4,2,212.5,0.73,74,0.31,230.9,65.12,0.18,0.01,202.85,79.3,0.22,0.98,235.78,0.38,353.93,0.28,0.69,0.2,139.81,7.92,
CF023,10/1/88,9/30/14,1.17,0.5,0.39,0.27,0.09,0.14,-0.33,1.22,0.4,1.47,0.14985,0.35075,0.81765,1.514,2.351,0.2112,1.17,0.82,126.72,79.86,1.43,15.73,6.07,4.32,2.69,1.74,1.42,1.37,1.45,1.66,1.22,0.81,0.86,0.84,0.98,1.45,1.23,1.03,1.1,55,48,53,62,72,89,79,90,109,101,75,82,5.85,1.2,2.37,80.55,0.22,0.01,1.76,0.5,1.02,-0.04,0.77,0.92,0.98,0.66,0.35,0.3,0.38,0.5,0.52,0.52,0.5,0.59,100.01,0.06,0.05,0.05,0.08,66.49,4.75,0.64,89.81,0,4.32,3.92,5.75,4.26,3.24,5.04,3.35,4.04,9.93,6.76,4.12,4.53,133.01,18.39,7.88,2.87,1.85,24.12,-0.07,0.24,19.13,7.31,8.32,4.35,7.8,15.02,5.85,12.38,55.85,14.23,12.92,33.33,33.12,4.35,13.58,10.5,3.81,12.92,12.69,3.23,0.46,0.06,0.07,0.09,0.24,0.42,85.4,81.62,76.97,93.74,76.63,0.07,0.11,0.29,0.43,0.18,7.35,38.99,0,0,0,19.45,8.7,5.06,3,1.96,64.81,57.16,47.46,40.15,42.84,23.79,6.19,3.67,2.66,5.29,79.79,21.04,2.94,1.12,7.27,40.76,76.83,2,232.9,0.48,56.5,0.42,242.59,63.25,0.17,0.01,245.39,73.73,0.22,0.76,347.55,0.28,512.36,0.27,0.2,0.07,131.81,8.95,
CF024,10/1/88,9/30/14,56.79,0.5,0.5,0.41,0.09,0.11,0.94,56.97,0.27,1.72,11.54,21.9275,38.2,60.0875,99.32,15.19,56.79,38.2,153.2,75.42,1.49,8.61,3.6,2.74,2.3,1.29,1,57.02,58.28,67.32,49.58,41.18,39.57,42.2,58.57,90.09,68.8,58.11,51.21,70,72,99,93,98,114,113,113,113,100,86,76,7.61,0.8,1.69,68.45,0.2,0.02,1.04,0.41,0.73,0,31.69,34.77,30.29,12.99,9.15,6.3,12,22,33.44,36.11,30.02,28.53,80.95,0.07,0.05,0.03,0.1,74.69,4.81,0.53,176.27,0,225.47,229.23,378.79,255.13,221.39,203.97,238.58,323.32,658.99,462.17,301.42,222.09,120.55,21.88,11.51,2.6,1.57,8.35,1.08,0.33,11.85,6.49,8.72,4.61,7.94,14.43,5.48,15.54,41.32,8.88,24.85,21.8,28.23,7.62,22.38,17.19,6.08,24.85,16.38,2.65,0.54,3.07,4.61,6.47,14.68,26.18,176.52,119.71,88.75,58.39,42.89,0.08,0.17,0.38,0.57,0.3,5.13,50.04,0,0,0,1069.73,566.14,316.69,140.82,91.09,76.86,67.03,62.24,47.52,33.9,28,8.29,3.69,2.16,3.22,58.45,10.21,1.62,1.29,3.85,32.37,67.5,2.1,212.9,0.42,50.03,0.5,141.05,43.27,0.18,0.01,243.01,52.47,0.28,49.63,293.81,21.38,361.5,0.3,0.24,0.1,145.54,6.75,
CF025,10/1/88,9/30/14,29.71,0.53,0.52,0.43,0.09,0.11,0.86,29.73,0.28,1.89,4.9055,10.4,19.2,30.7925,51.31,6.67925,29.71,19.2,169.02,80.64,1.55,10.47,4.04,2.96,2.42,1.37,1.06,30.31,30.71,35.73,25.85,21.41,19.84,21.4,29.18,48.14,36.28,30.9,27.04,77,77,109,100,110,134,132,129,126,109,94,82,8.3,0.84,1.75,72.07,0.2,0.02,1.03,0.44,0.77,0,16.55,18.22,15.11,4.74,2.6,1.27,4.03,9.49,16.1,18.46,15.44,14.77,91.41,0.01,0.01,0,0.07,112.13,0.94,0.5,259.06,0,130.51,127.54,218.73,143.82,127.31,113.95,139.78,179.98,377.68,263.97,174.96,124.02,121.43,24.18,13.28,2.67,1.6,8.86,1.11,0.36,13.37,7.45,9.51,5.22,8.73,15.09,6.08,16,39.29,15.69,25.38,22.65,29.65,9.31,21.96,18.12,7.31,25.38,16.85,2.5,0.58,0.35,1.33,2.29,6.86,12.87,255.8,191.06,122.63,63.31,45.75,0.02,0.12,0.36,0.54,0.26,5.2,49.41,0,0,0,622.78,323.16,177.77,76.6,48.27,74.53,64.84,61.52,48.99,34.63,32.44,9.26,3.99,2.25,2.97,66.54,10.3,1.62,1.28,3.87,22.21,60.92,2.05,212.7,0.33,42.71,0.53,156.78,22.16,0.18,0.01,243.7,60.71,0.28,29.53,291.74,12.3,372.52,0.29,0.29,0.1,141.08,6.33,
CF026,10/1/88,9/30/14,2.31,0.45,0.39,0.34,0.08,0.1,0.14,2.34,0.27,1.35,0.48555,1.026,1.772,2.723,4.037,0.674675,2.31,1.77,120.48,65.52,1.31,8.32,3.51,2.65,2.01,1.21,0.96,2.41,2.5,2.94,2.31,2.03,1.7,1.54,2.11,3.15,2.61,2.24,2.17,50,52,73,68,74,108,106,109,98,88,67,67,5.68,0.84,1.66,63.65,0.14,0.02,1.06,0.37,0.76,-0.01,1.43,1.57,1.6,0.21,0.63,0.35,0.4,0.84,1.33,1.37,1.24,1.27,90.37,0,0,0,0.1,101.2,0.1,0.59,393.81,0,7.84,7.56,13.25,8.65,8.78,9.14,7.33,11.56,18.89,14.48,8.97,8.86,110.45,15.74,7.66,2.28,1.54,18.32,0.09,0.28,9.44,4.66,6.78,3.67,6.95,13.44,4.23,14.46,46.42,16.85,22.69,22.94,19.23,4.19,20.88,12.69,3.69,22.69,15.08,4.62,0.54,0,0.12,0.27,0.61,1.08,Inf,235.52,115.8,64.72,47.22,0,0.15,0.34,0.58,0.27,6.35,41.42,0,0,0,34.67,16.63,9.43,5.27,3.58,63.24,57.7,50.91,40.57,32.34,19.57,5.32,2.97,2.18,3.75,61.05,11.17,1.44,1.11,4.17,27.71,66.27,2,225.7,0.1,20.71,0.5,137.74,36.8,0.18,0.02,266.15,75.67,0.21,1.93,256.24,0.66,382.53,0.25,0.32,0.06,131.77,6.15,
CF027,10/1/88,9/30/14,1.99,0.43,0.36,0.32,0.08,0.11,0.12,2.01,0.27,1.27,0.4471,0.91525,1.588,2.382,3.491,0.6136,1.99,1.59,112.65,63.66,1.25,7.81,3.44,2.6,1.91,1.18,0.92,2.09,2.17,2.53,2.02,1.77,1.45,1.26,1.79,2.72,2.3,1.94,1.88,44,45,64,60,66,98,99,98,88,80,58,61,5.46,0.82,1.68,63.78,0.12,0.02,1.08,0.38,0.76,-0.01,1.28,1.4,1.44,0.15,0.61,0.32,0.36,0.75,1.22,1.24,1.11,1.14,90.42,0,0,0,0.11,108.43,0.04,0.62,61.9,0,6.22,5.91,10.34,6.74,7.05,7.34,5.54,9.16,15.02,11.62,7.03,6.99,113.94,13.72,6.77,2.2,1.5,19.91,0.1,0.26,9.95,4.59,6.65,3.53,6.88,13.35,4.17,13.04,45.06,17.62,18.58,25.48,16.5,3.27,18.04,10.46,2.96,18.58,13.69,5.81,0.54,0,0.12,0.24,0.52,0.91,Inf,210.85,120.18,68.59,50.01,0,0.15,0.33,0.58,0.28,7.08,44.54,0,0,0,28.1,13.65,7.85,4.54,3.09,63.63,58.47,50.64,39.89,31.91,17.7,4.94,2.86,2.2,4.55,61.89,12.53,1.46,1.08,5.04,29.1,66.27,2,225.7,0.1,20.66,0.5,123.82,37.1,0.18,0.02,266.15,75.67,0.21,1.51,268.91,0.49,406.53,0.24,0.24,0.05,127.5,7.2,
CF028,10/1/88,9/30/14,0.65,0.53,0.6,0.48,0.05,0.06,1.56,0.67,0.23,1.87,0.1447,0.2387,0.37855,0.583975,1.124,0.17955,0.65,0.38,175.63,88.85,1.71,7.77,3.2,2.45,2.58,1.22,0.91,0.63,0.64,0.73,0.61,0.46,0.6,0.6,0.74,0.92,0.68,0.61,0.55,107,112,126,127,123,135,124,138,141,130,122,114,5.22,0.73,1.46,58.55,0.17,0.02,0.88,0.31,0.61,-0.03,0.29,0.3,0.32,0.26,0.16,0.15,0.2,0.25,0.29,0.29,0.26,0.26,61.49,0.17,0.1,0.17,0.14,54.98,10.5,0.48,72.86,0,3.62,3.7,5.13,4.53,3.12,4.03,3.67,5.04,7.59,5.88,4.12,3.56,92.7,29.6,15.35,2.96,1.54,19.59,0.34,0.42,11.38,6.98,8.94,5.68,8.82,15.06,6.49,16.96,45.93,2.08,34.65,14.32,35.85,12.5,29.46,25.69,10.46,34.65,17.54,2.58,0.54,0.07,0.08,0.09,0.18,0.34,71.72,63.6,61.36,34.13,28.28,0.18,0.24,0.48,0.63,0.38,5.17,40.35,0,0,0,13.32,6.28,3.34,1.54,1,53.25,44.62,46.02,35.21,30.25,35.19,8.82,4.07,2.04,2.41,48.94,8.09,1.4,1.19,2.7,31.86,62.35,2,190.7,0.73,73.08,0.36,159.39,65.57,0.18,0.01,232.41,68.95,0.23,0.85,221.06,0.33,349.75,0.28,0.41,0.06,138.42,5.22,
CF029,10/1/88,9/30/14,0.25,0.82,0.77,0.6,0.04,0.04,0.04,0.25,0.35,3.47,0.0081035,0.0128575,0.03003,0.145825,0.4623,0.00974975,0.25,0.03,328.55,191.63,8.33,57.15,16.76,11.35,15.16,5.96,4.43,0.3,0.28,0.36,0.21,0.2,0.23,0.18,0.2,0.37,0.26,0.24,0.23,237,231,243,224,267,236,221,259,266,278,262,245,12.97,1.24,2.32,94.51,0.37,0.01,1.58,0.43,0.95,0.03,0.04,0.04,0.03,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.03,142.19,0.14,0.02,0.11,0.03,41.52,2.05,0.12,50.03,0,3.27,3.03,4.16,2.25,2.8,2.45,1.87,2.61,4.57,3.96,2.71,2.84,99.4,264.14,142.09,15.43,4.86,20.43,0.85,0.4,74.56,64.47,56.74,38.92,43.9,52.27,47.89,21.54,61.05,89.46,39.77,16.32,127.04,66.65,38.35,39.5,38.23,39.77,21.88,4.15,0.58,0.01,0.01,0.01,0.03,0.09,25.55,26.32,28.97,102.61,57.87,0.33,0.33,1,0.43,0.27,4.44,35.61,0,0,0,9.31,3.95,1.93,0.81,0.47,51.94,48.53,46.99,56.19,43.75,310.02,64.27,26.97,2.74,1.93,45.33,6.09,3.57,1.73,2.34,31.07,74.15,2,263.1,0.74,74.15,0.53,279.33,60.15,0.17,0.01,307.86,75.25,0.22,0.44,280.65,0.28,351.8,0.39,0.47,0.24,176.58,5.88,
